,Username,Tweet,Category
1065,edouard_kindler,"@chris24084 @NathalieLoiseau @vpecresse Les suisse te dise ferme ta gueule ne t'occupe pas des confédérés. https://t.co/XpgIDEBdY1",1
1066,DrAndreSurGlace,"ta gueule coconne https://t.co/OWyZFEOQjX",2
1067,cmline2,"@Enthoven_R c'est toi qui sonne faux @ECiotti , surtout pour ouvrir ta gueule et dire des merdes aussi grosses que toi!!! tu devrais la fermer! ça nous fera des vacances! comme si on allait t'élire toi et ta clique de pecresse l'incompétente! devant poutine tu ne fais pas le poids!! tartuffe",1
1068,AlbusD13,"@francoisedegois Oh mais ferme ta gueule. Quand tu vois ce que fais ta copine Ségolène vous nous faites honte. Cachez vous.",1
1069,Zazkkoo,"@CharlesConsigny @ZemmourEric Oh ! @CharlesConsigny t'ouvre toujours ta sale gueule sur #zemmour mais parle nous surtout sur l'affaire Alstom ou ta @vpecresse et mouiller jusqu'au coup ! Sa serait plus intéressant ;)",1
1070,Souss46,"@RoyalSegolene Il faudrait que tu ferme ta gueule segolene",1
1071,godefroy2retour,"@ChTaubira Ferme ta gueule",1
1072,EKloczko,"@RoyalSegolene Ta gueule ! (et je reste poli)",1
1073,fils_2_plume,"@RoyalSegolene Ta gueule sérieux
Vouloir défendre la démocratie et donner raison à Poutine....
T'es contre les agressions sexuelles mais pour le GHB ou ça se passe comment?",1
1074,BobMorlock6,"@LEROUX74939205 @RoyalSegolene Mais tu vas fermer ta gueule au lieu de dire des conneries.",1
1075,Vachicorne,"Ta gueule connasse. https://t.co/w46ji2nJ7X",2
1076,Coucho20,"@ECiotti @vpecresse Mais ta gueule toi ! Pecresse la timpe macresse pareil t façon Pecron il va nikée tout le monde, guerre = état d’urgence, annulation des élections !!",1
1077,enjeolras,"@RoyalSegolene ta gueule segolène!",1
1078,Mattherek,"@RoyalSegolene Oh ta gueule toi s'il te plait",1
1079,Herbefol,"Ferme ta putain de gueule Ségolène !",1
1080,QuentinGaillar1,"putain ta gueule.
Vraiment. https://t.co/JirlIWCuNw",1
1081,Timeo_Danaos,"Ta gueule connasse. https://t.co/FTgqMdzfS1",2
1082,henry_frdric77,"@ColombaniIsa @veroniquegenest Mais ta gueule toi connard. Si ça continue ainsi il ne restera plus que Macron et Pecresse qui eux sont clairement pour... Fais ton choix entre eux deux, abruti...",1
1083,stephanev15,"@Anne_Hidalgo Mais ferme ta gueule bon dieu..tu cherches quoi mamie ? Les 5% pour que le PS soit au moins remboursé ? Les promesses de soit disant de gauche on connais..on a donné..tu annonces des promesses que tu ne tiendras jamais !..",1
1084,DonDiego2022,"@JFCossin Tout ça pour voter Pécresse, mais ferme ta gueule !!!",1
1085,Erreur_781,"@invite_t @ArgentoD77 @MarimoZoro79 @UnpeudeTegrity @MananiPerivoli @TaubirAction @ChTaubira Ta aucun exemple. Quand tu y pense la, en ce moment, tu te dis ""si je lui raconte ce petit truc ridicule qui a blesser mon ego elle va juste se foutre de ma gueule"" et tu a raison",1
1086,conoravirus2,"quelles actions de #Macron ?d #Alstom ? #generalElectrique ? #MacronMenteur tu es foutus, ce scandale d état dont tu es responsable,en compagnie du mari de #Pecresse ,qui t à servi a financer ta campagne 2017,ça va te Peter à la gueule escroc @LEstRepBelfort #BFMTV #Cnews #LREM https://t.co/yVwHhFfSeB",1
1087,PetitMap,"@GeoffroyDidier @ZemmourEric @vpecresse Et le dictateur👇, comment dire...ta gueule.
Marre des mondanités avec ce genre de type.
@lesRepublicains mentent et ça fait des dizaines d'années que cela dure.
Vivement que l'on parle du scandale #Alstom où les #PecresseNaufrage sont mouillés jusqu'au cou
#Zemmour2eTour https://t.co/tNzjWW9dHB",1
1088,404_666_,"@SebVincini @Anne_Hidalgo @AnneHidalgo PS : j'avais oublié la mention spécial à la psychiatrisation de mon propos...

Tu les alignes toutes toi...

Merci d'avoir été. mais penser à fermer ta gueule de tartuffe rance.",1
1089,Sabatoche07,"@damomarc @JeanneDau @AucouturierP Ha ouais ???? Tu tiens ça d’ou ??
Hollande, Ségolène, Mélenchon, trois jeunes loups des cabinets de l’Elysée avec Mitt'rand.
Pis merde, ferme ta gueule  ça pue.",1
1090,capudiovu,"@avecValerie @vpecresse @othmannasrou Toujours pas de programme, 4ème mois de campagne ""avec Macron c'est tout noir"" et les sondages qui continuent inexorablement de vous répondre de plus en plus ""ta gueule"".
Merci. Continuez.",1
1091,proudfrench92,"@MaudBregeon @vpecresse Ta gueule Bregeon !!! Moi je vais te parler des lits d’hôpitaux fermés, de l’augmentation de la CSG, de la balance commerciale, du déficit, des centrales nucléaires fermées, du traitement des soignants !!! En avril, on retourne en cuisine !!! 🖕🏻🖕🏻🖕🏻",2
1092,nadarlana,"@ppillaudvivien Et bim prends ça dans ta gueule hidalgo",1
1093,Kingseb80,"@Anne_Hidalgo @2022avecHidalgo @partisocialiste Elle sombre déjà avec ta gueule, c’est dure de se croire éternellement être le remède quand on n’est que du poison.",1
1094,francky0969,"@geoffroyboulard @vpecresse @avecValerie @17eavecValerie @Jeunes_avec_VP @VP2022_jeunes17 @Theo_Michel75 @LRepublicains75 @GeoffroyDidier @GeoffreyCarva @othmannasrou On en parle de Sarkozy et ta droite d'escrocs multi condamné à de la prison?? Pathétique avant de te foutre de la gueule des gens demande à ta Pécresse à apprendre à parler dans un meeting vieille baltringue.",1
1095,FeCloch12332889,"@JeanPierreGrand @leJDD @lesRep_Senat @vpecresse @EmmanuelMacron @publicsenat @Midilibre Tu tweets encore sans honte toi ? Toi qui va et vote que pour ta gueule et qui trahit les citoyens. Personne n'a de leçon à recevoir d'un mec qui a appelé à voter PS à Montpellier et qui a rejoint LREM. Bon ok tu n'es pas le seul traître Arnaud Julien aussi.",1
1096,denis_zakine,"@ju_drdn @Anne_Hidalgo @TF1 @2022avecHidalgo @partisocialiste @GenerationAH Ta gueule",1
1097,elliotsylvie,"Pécresse avec ta gueule de faut cul occupe toi déjà de gérer les transports en Île-de-France parce que c'est le bordel",1
1098,maurice_alberto,"#Cnewsdirect Berger ce fait mettre en PLS par Zemmour.
Alors ferme ta gueule Berger t'es comme ta baltringue de Pecresse. Une nullité.",1
1099,rico67boss,"@Make_A_Wish57 @RRhetorique @ChTaubira Baaahhh alors pourquoi ramène tu t'a gueule sur quedal,ta du temp a perdre coucouille...😝😝😝",2
1100,AiresCeu,"@Anne_Hidalgo @partisocialiste Les Français attendent surtout que tu ferme ta gueule 🤮🤮dégage tas de 💩💩",1
1101,LisianRobin,"@GeoffroyDidier @vpecresse @avecValerie @lesRepublicains @FloPortelli @othmannasrou @AgnesEvren @AurelienPradie @GuilhemCarayon @Republicains_An Mais ta gueule un peu...",1
1102,Gilleberre,"@GeoffroyDidier @vpecresse @avecValerie @lesRepublicains @FloPortelli @othmannasrou @AgnesEvren @AurelienPradie @GuilhemCarayon @Republicains_An le flop c'est ta grande gueule de petit morveux qui ne respecte pas des gens bien plus propres que ne l'ont été tes anciens militants voyous. En tant qu'officier, tu veux des exemples concrets?",1
1103,EldoradoTrading,"@MarieElyOrtoli @RaphaelChombart @vpecresse @BFMTV @AlainDuhamel Je dirai même ""ferme ta gueule"" et compare les chiffres au lieu de faire des tweets de rageux.",1
1104,Akatus06,"@GeoffroyDidier @DebordValerie @vpecresse @avecValerie @lesRepublicains @FloPortelli @othmannasrou @AgnesEvren @AurelienPradie @GuilhemCarayon @Republicains_An Espèce de sous développé qui se prend pour un intellectuel...apprend à fermer ta gueule et surtout à balayer devant ta porte !",1
1105,Rmn_Ncy,"@GeoffroyDidier @vpecresse @avecValerie @lesRepublicains @FloPortelli @othmannasrou @AgnesEvren @AurelienPradie @GuilhemCarayon @Republicains_An Ferme ta gueule.",1
1106,ViandeEtOvalie,"@CharlesConsigny @ZemmourEric Tu vas tellement fermer ta grande gueule le 10 avril à 20h01 - j’y étais et c’était plus vivant que le zénith de Pecresse",1
1107,toussineau,"@denis_zakine @charles80250 @Anne_Hidalgo @ADALEA22 @LeHouerouA @vlm22 @CoailChristian @Socialistes22 Ta gueule",1
1108,baalwithluv,"VALERIE PECRESSE TA GUEULE",1
1109,Ger29031052,"@BFMTV Toi la petass de Pécresse ferme ta gueule bouffonne",2
1110,Toroxind27,"@vpecresse Ta gueule.",1
1111,cailloutiam,"@BFMTV J’aime pas spécialement Macron mais @vpecresse tu ferais mieux de fermer ta gueule aussi 
#PecresseDetresse",1
1112,RombaldiLauren2,"@vpecresse Et tes propositions tu les mets ou pauvre taré au lieu de critiqué Mr macron dis ton programme tu as vue ta tronche de cake mais tout les autres présidents vont te rabaisser ta gueule tu es a vomir Pécrasse et comme dad c est ta ta gueule moi je moi je ferme là",1
1113,maraichinfr,"@lesRepublicains @BrunoRetailleau @vpecresse Ta gueule le ventre à choux",1
1114,Clown_Triste_13,"@Meyer_Habib @vpecresse Mais ferme ta gueule gros porc !!!!",1
1115,Phrezal,"@Meyer_Habib @vpecresse Ta gueule Meyer !
N'instrumentalise pas l'antisémitisme qui a coûté la vie à tant des nôtres pour défendre tes potes d'Extrême Droite qui foutent Israël et la Palestine à feu et à sang depuis des dizaines d'années !!!",1
1116,Jihel93,"@Mike_Bresson @vpecresse @avecValerie à diffuser !!! et encore une de plus...... @vpecresse t'es vraiment nulle et incompétente!!!! tu nous le prouves chaque jour à chaque fois que tu ouvres ta gueule!!!😜🤪🤪🤣🤣🤣🤣🤣🤣😇😇😇 et non je te rassure macron ne pense pas tout les jours à toi et ne parle même pas de toi!",1
1117,Pandaronne,"@Anne_Hidalgo @barbarapompili Ferme ta gueule Anne",1
1118,PoldeLeo,"@patnice63 Je trouve ta démarche à contre sens  assez  stupide      va voir pécresse   zemmour jadot hidalgo and Co 
la  ça aura de la gueule  et on pourra dire que t'en as   mais aller emmerder JLM  le seul qui est  pour nous  
alors la  débile .",1
1119,CTreuil,"“Madame Tristesse” : Valérie Pécresse très gênée face à Laurent Gerra sur RTL https://t.co/CdaYfs5zCj elle est vraiment mauvaise partout! ta vu la gueule du Pays 🤡🇫🇷😴",1
1120,leclerc_eddy,"@BFMTV @Anne_Hidalgo Mais kesketu raconte !!!! T à 2%!!!ferme ta vieille gueule, physiquement, définitivement",1
1121,ManuMoncom,"@CBeaune @vpecresse Mais franchement @CBeaune ferme ta gueule",1
1122,Ger29031052,"@LCI @vpecresse @EliMartichoux Petass ferme ta gueule",2
1123,Cleymeion,"@avecValerie @vpecresse Non mais ta gueule à la fin.",1
1124,PoldeLeo,"@faureolivier @Anne_Hidalgo Olivier  désolé de le dire comme ça mais parfois tu devrais fermer ta gueule . https://t.co/iHEPWA7t7E",1
1125,Hugmal4,"@Anne_Hidalgo Ferme bien ta grande gueule espèce de folle.  En prison Annie dingo",2
1126,Le_Pangol1,"@Fabien_Roussel Lâcher-nous camarade BuffaloGrill à la fin !!! T’as entendu une seule remarque de JLM sur ta vieille gueule ou sur ton programme nutrition ??? Non, il ne l’a ramène que sur ce qu’il défend et tape sur Macron, Zob, LePen ou Pécresse. Tu fais pitié camarade saucisson !",1
1127,zebullo,"@patrickmennucci @RoyalSegolene @Anne_Hidalgo Ferme ta gueule !",1
1128,LenaicLeandre,"@patrickmennucci @RoyalSegolene @Anne_Hidalgo Ta vision on s'en fou, la seule qui compte c'est celle des électeurs. Apres tous tes renoncements idéologiques ai au moins la décence de fermer ta gueule. 
Avec tous mon respect, évidemment.",1
1129,klsdu31,"@vpecresse Il est temp que tu ferme ta gueule et que travaille ton charisme 😉",1
1130,P20936924,"@ThierryMoreauTM @vpecresse @ThierryMoreauTM , ferme ta gueule. Tu fais pitié avec ta tête de con https://t.co/QCEjY1LnHa",1
1131,PierreSeguy9,"@GabrielAttal @vpecresse @MLP_officiel Mais ferme ta gueule.",1
1132,AmigoSmille,"@jgreg @JOrevoltee @BFMTV @RoyalSegolene Et sinon fermera tu enfin ta grande gueule de plouc ??? Juste au cas où...",1
1133,MacronGrosCon,"@priscathevenot @vpecresse 600 millions alstom
1000 milliards (crise pseudo sanitaire, cabinet de conseil, tests) 

Somme dépensée par ton putain de gourou et son gouvernement de branquignols assassins.

Alors TA GUEULE",1
1134,BabaAzba,"@ChTaubira Ta gueule Christiane",1
1135,joel_bordes,"@vpecresse C'est Chirac et Sarkozy qui ont été la France ferme ta gueule",1
1136,catheri64676835,"@seb_TN15 @nadine__morano @vpecresse @BFMTV @Calvi3D Je te souhaite une très longue pour pouvoir apprécier ta déchéance et ta vielle gueule de con Quoi que c déjà le cas",1
1137,jamelb01,"@AmineElbahii @lesRepublicains @vpecresse @ZemmourEric change ton nom peut être que tu sera de ceux qu'ils appellent les ""bon arabes""...comme disait un papy ""ta gueule, elle elle ne change""",1
1138,sergele_gouil,"@COSTESLionelEr @EmmanuelMacron @MLP_officiel @ZemmourEric @vpecresse @harrisint_fr Ta gueule menteur",1
1139,LibertPenser,"@ChTaubira @C_Taubira2022 Ta gueule! Lache nous! Laisse la gauche gagner! Tu verras que la laïcité est simplement dans l application de la loi de 1905! Et elle s appliquera à toutes les religions!",1
1140,Bert2Bertrand,"@nadine__morano @vpecresse @CNEWS A fermé ta gueule espèce de traître.! Aucune colonne vertébrale… un poste s’il vous vous plaît Valérie… s’il vous plaît…🙏🙏
@nadine__morano me fait 🤮🤮🤮🤮🤣🤮🤣🤮",1
1141,wil_sch67,"@priscathevenot @vpecresse Ferme ta gueule un jour y a des ""français"" qui ne le sont pas et ne se revendique français que pour toucher les aides.",1
1142,SeteFrance,"@Brevesdepresse @Toglyb7415 Dans ta gueule Gargamelle. Ah si aussi Marine et Pecresse.",1
1143,lavaud49,"@priscathevenot @vpecresse Et toi tu te prends pour une française ? Tu as vue ta gueule ??",1
1144,woost15,"@stressant_lugh1 Ta gueule pecresse #tagueulepecresse",1
1145,Chouka1967,"@lesRepublicains @vpecresse @avecValerie C’est surtout voter pour une femme insincère et versatile https://t.co/NuBMO4ttiu",0
1146,Faustine_Maliar,"🗳️ Voter @vpecresse, c'est voter pour une femme qui a le courage de dire et la volonté de faire.

🇫🇷 Pour une #NouvelleFrance, les 10 et 24 avril, je vote #Pecresse2022 ! https://t.co/7uVrKqDA0Y",0
1147,WHY90299440,"Et voici @n_arthaud [@LutteOuvriere] qui dit tout haut ce que @ZemmourEric @JLMelenchon et @MLP_officiel n’osent plus dire tout bas : « tout ça, c’est la faute à l’OTAN et à l’impérialisme américain ». Cette femme a ses 500 parrainages de candidate. Le trotskisme est un fléau. https://t.co/Lo81G5fuwa",0
1148,Dantarco,"@infofrance2 @LeaSalame @laurentguimier @France2tv @franceinfoplus @MLP_officiel @RNational_off @JLMelenchon @ZemmourEric @Reconquete2022 @vpecresse @lesRepublicains @yjadot @EELV @Villepin @PierreServent Si ça c’est pas un truc honteusement démagogique ? Racoler l’électeur de cette façon ça montre qui est cette femme odieuse et, comme chacun le sait désormais,  totalement incompétente",0
1149,jglessonne,"Quand on passe une semaine chez #LR à dénoncer un soi-disant sexisme, on se passe de ces commentaires inélégants sur l’âge d’une femme. On se passe de commentaires sur l’âge de quiconque d’ailleurs. #Pécresse #LesRépublicains https://t.co/kcnFn8WRxE",2
1150,GholamElisabeth,"🗞️News du jour de la Nomenklatura:
Macron nomme la meuf de son philosophe lèche-cul à la tête de France Inter
Pécresse a été élue par des morts &amp; des chiens
Hidalgo a + de parrainages que d'électeurs
Fabius avertit qu'il refusera les résultats de référendums si MLP ou Z sont élus",1
1151,LusineBardon,"Petite vidéo des dirigeants russes pour remercier #VladimirZemmour de son soutien ancestral à Poutine🤪 D’où le besoin toujours grandissant de ⁦@vpecresse⁩ à l’Elysée, une femme d’Etat ! ⁦@Pecresse_Team⁩ ⁦⁦⁦@avecValerie⁩ https://t.co/uqxUH5s364",0
1152,FranckMuller06,"@elisa07_elisa @Anne_Hidalgo hallucinant.. cette femme..",0
1153,EddieMORENA,"[#SudRadio] 🗣️ @MichelBarnier : "" @vpecresse subit une masse d'attaques depuis 3 semaines. Elle reste la femme à abattre à la fois pour l'extrême droite et pour le pouvoir sortant. Elle a du courage politique. ""

📺 https://t.co/UbjMDyhlKt https://t.co/gR1k5vYZBf",0
1154,ChristopheComp9,"À Lèves, Charles Consigny espère que Valérie Pécresse sera ""la première femme à l'Élysée"" https://t.co/ZK4frDcw4l",0
1155,OrientalStanley,"@vpecresse La Femme Présidente #presidentielle2022
#France #Europe 🇨🇵🇪🇺 https://t.co/FHPviSKyyc",0
1156,vaguebleue17e,"""Gouverner, c'est choisir et très souvent, c'est quelque chose qu'#EmmanuelMacron n'a pas voulu faire.""
Hier soir à Chartres, 130 entrepreneurs étaient réunis autour de Pierre Danon et @CharlesConsigny pour découvrir le projet #economique de @vpecresse. 

https://t.co/zJdaQjurz0 https://t.co/VV5gY3vAcT",0
1157,MediteG,"@CozannetBernard @DouglasPecresse @vpecresse Mdr, nan mais la femme de Douglas fait exception a la règle évidemment! C'est une chienne mais sans en être une tu vois (j'arrive pas a expliquer mdr)",2
1158,CozannetBernard,"@MediteG @DouglasPecresse @vpecresse C'est offensant pour la femme de Douglas 😂😂😂😇😇😇",0
1159,francais1974,"@SLMonzani 🤣 merci pour mon 1er rire de la journée. #pecresse sérieuse, forte..pas dans la polémique? 
Rien que son élection bidon au sein du parti est un camouflet. Ajoutez ses piètres prises de parole et son manque de charisme. La seule femme à la hauteur c'est #MLP (je préfère #Zemmour)",1
1160,Ronsard11,"@CharlesConsigny @EmmanuelMacron @ZemmourEric @MLP_officiel @vpecresse L'incompétence faite femme .  Comme Hidalgo et Le Pen ...",1
1161,DeretourT,"@mtwit75 C'est magnifique
Cette femme apparatchik socialiste est magnifique
Elle ne connaît rien aux dossiers et veut encore la ramener !!
Heureusement qu'elle est face à une autre femme, sinon Notre Drame de Paris @Anne_Hidalgo aurait hurlé à la misogynie et à l'agression du mâle blanc",2
1162,ADF_93,"@CozannetBernard @CNEWS Notons que la socialo a son petit personnel pour porter son umbrella contrairement à  la reine qui le tient en toute simplicité !!!!! Quelle grosse pouf cette Hidalgo.",2
1163,Florleeg,"Brève - La droite et ses traditions https://t.co/f1w0wpyXgd

Après la série Fillon 2017, dont les révélations sur l'emploi fictif de sa femme avaient plombé sa campagne, aura-t-on une nouvelle saison avec Pécresse 2022 ?

Le journal Libération affirme que parmi les nouveaux adh…",0
1164,ChristopheComp9,"« Comme les marins antibois c’est une femme qui saura garder le cap dans la tempête. 
@vpecresse est une femme de terrain, proche des territoires qui connaît la réalité des français »
@AlexndraBorchio 
#AvecPecresse #NouvelleFrance #Pecresse2022 #AntibesAvecPecresse https://t.co/PBDwVIY04w",0
1165,EdmondD06561791,"""diplomatie climatique"" ? WTF avec la situation en Ukraine ? Cette femme a mis, enfant, les doigts dans la prise, cela ne fait plus aucun doute. @Anne_Hidalgo 
@partisocialiste @faureolivier @juliendray @SLeFoll @frebsamen @CaroleDelga @Johanna_Rolland @MDelafosse @BorisVallaud https://t.co/zrOXCgbbwM https://t.co/Kd9sgNfpOV",0
1166,ElQamariya,"@KarimZeribi Justement cest ça  l'idée,c'est de s'entourer que de débile  profond afin de paraître moins  débile même quand on est tres tres mediocre, zemour ciotti Pécresse  dupond aignant etc,si cest pas une belle brochette de cret** ca !c'est sûr qu'à côté macron passe pour 1 intello!",1
1167,verienparent,"@BensB051 @soizicperrault @vpecresse @bfm Croyez-vous qu’on poserait une telle question à un homme ? Sincèrement ? Je ne dis pas qu’il y a mort de femme mais que la question est pour le moins curieuse !",0
1168,Darelsalam7,"@vpecresse ce soir #FaceAbfm : 
Courageuse, précise, pugnace et déterminée malgré l’acharnement et un exercice journalistique  porté davantage sur la forme 👗 👖 que sur le fond. #Pecresse2022 une femme pour une #NouvelleFrance #lesfemmesavecvalerie 🇫🇷 https://t.co/Ji4hgnJufn",0
1169,WW31145259,"@tcabarrus Pécresse : elle est débile cette femme.
Elle se croit dans Martine à la plage ?",1
1170,74exy,"@BarrereFrancis #PecresseDetresse viendrait expliquer que Poutine l’envoie balader parce que c’est une femme et l´oblige à pleurnicher sur ses échecs. Merkel n´a jamais proféré ce type d´argument. la différence entre Merkel et #Pecresse de chez @lesRepublicains? seulement le bottox de  Pecresse? https://t.co/ybdKCAkX7m",2
1171,BerbreReineKah1,"@FloPortelli @vpecresse @avecValerie @AllezPecresse @lesRepublicains Après l'emploi fictif de la femme de fillon, l'emploi fictif de vp à la région... un jour ce sera les LR qui deviendront fictifs",0
1172,sauny93,"Je propose de mettre le mot ""Pécresse"" à la place de ""contradiction"" dans le dictionnaire. Car cette femme dit tout et son contraire. La duplicité c'est elle.
 #NaufragePecresse",1
1173,Hdispater,"@1ElisaMoreno @MarleneSchiappa @carolinedehaas @Anne_Hidalgo @ChTaubira, dénoncez et condamnez ce sexisme inadmissible. Ou est l’égalité homme/femme ? Vos névroses semblent étrangement avoir disparu #UkraineRussie #laguerre https://t.co/tBtELmzdXT",?
1174,Lorenzosc,"Valérie Pecresse déclarait « L'islam est aujourd'hui la deuxième religion de France, une femme adulte qui veut porter le foulard a le droit de le faire! »

Avec Éric Zemmour, nous nous opposons à l’asservissement de la femme !

#NaufragePecresse https://t.co/8lK1AXxnEH",0
1175,LampeMed,"@BastienRulat @sam__g16 @n_arthaud @OuestFrance ""Oui mais.."" Ne fais pas semblant de ne pas comprendre tu sais que la discrimination dans le travail existe.Que beaucoup n'arrive pas à trouver du travail à cause de leur couleur de peau du fait que ce soit une femme ou à cause de leur sexualité et c'est interdit par la loi",0
1176,CCerrigone,"""Pourquoi vous ne portez pas de jupe ?"" Inacceptable qu'une femme doive répondre à cette question. #LesfemmesavecValerie 
#Pecresse2022 @vpecresse 
#FaceABFM",0
1177,jluctour,"Ciotti Zemmour Morano retailleau Mélenchon lepen Mariani Pécresse Bertrand fillon voici l oeuvre de votre ami Poutine des centaines de morts enfants femme homme ! 
Regardez vous dans une glace ce matin ! 
Vous n avez pas d honneur ! 
DEMISSION. De tous vos mandats ! https://t.co/4iSKsRQT34",0
1178,mathieu_ferret,"@vpecresse On dirais un robbot cette femme",1
1179,jluctour,"Pécridiote l art de parler pour ne rien dire rien le néant sidéral d une idée réalisable et puis ce je je je je je pauvre femme vous ne représentez rien sur l échiquier européen et mondiale avec votre QI de bulot . https://t.co/ASTeebKmtx https://t.co/nFxPBcvyTT",2
1180,collectifmanip,"@n_arthaud Je suis étonnée de le dire, mais cette femme est plus censée que Macron et d’autres politiques français",0
1181,khadriali1,"Les Français attendent des propositions fortes pour répondre à leurs difficultés du quotidien. J'incarne cette gauche du réel.

Pouvoir d’achat, SMIC, dotation jeunes, salaire des enseignants, énergies...

Retrouvez mon projet pour réunir la France 🇨🇵  ⤵️ https://t.co/oeZTxf9nnu https://t.co/4erkYTSjwv",0
1182,AngeMaffiolett1,"@CharlesConsigny Pécresse, aucune crédibilité cette femme! Ce serait la continuité d'une politique laxiste que l'on subit depuis plus de 4 décennies et qui a rendu le pays là où il en est...!",0
1183,CatWoman_FR,"@Chris_Bouillon @JLMelenchon C'est quand même impressionnant et bizarre que des politiques qui s agitent toute l année sur les plateaux de TV n arrivent pas à réunir les 500 signatures et qu une femme comme Nathalie Arthaud les trouve...ça prouve bien que ils  sont pas reconnus juste médiatiquement !",0
1184,taubirapour2022,".@ChTaubira : ""Je pense qu'il est temps que nous ayons à nouveau une femme première ministre. Nous avons besoin d'envoyer des signaux à la société.""  #Elysee2022 #DesCandidatsEtDesJeunes https://t.co/qPQ6c4gcfx",0
1185,ericj92,"@mtwit75 @Anne_Hidalgo ne comprends déjà pas grand chose aux principes de circulation, donc en matière de commerce international, vous pensez bien qu’elle est totalement larguée.
Cette femme n’a aucune compétence.",0
1186,taubirapour2022,"#Présidentielle2022 🗳️ | « Je fais solennellement appel à vous » : Christiane Taubira appelle les maires à la parrainer pour que la campagne électorale ne soit pas « amputée de la parole d’une femme d’Etat » https://t.co/cgiaZfvNlw",0
1187,LabriteMomo,"Communiqué de @Anne_Hidalgo 

« Nous ne laisserons pas le peuple ukrainien seul. » Anne #Hidalgo est une femme d’Etat et le démontre. @GenerationAH #StandWithUkraine https://t.co/ZMJ5KUkMQr",0
1188,leogardien,"@infofrance2 @LeaSalame @laurentguimier @France2tv @franceinfoplus @MLP_officiel @RNational_off @JLMelenchon @ZemmourEric @Reconquete2022 @vpecresse @lesRepublicains @yjadot @EELV @Villepin @PierreServent @guetta_en Et Léa Salamé qui remet une pièce pour l'intervention militaire ! Définition de la femme ""puissante"" :   personne qui cumule les défauts masculins et féminins !",2
1189,roissybureau,"@infofrance2 @LeaSalame @laurentguimier @France2tv @franceinfoplus @MLP_officiel @RNational_off @JLMelenchon @ZemmourEric @Reconquete2022 @vpecresse @lesRepublicains @yjadot @EELV @Villepin @PierreServent @guetta_en @BHL Je proposes à BHL d’envoyer sa femme chanter en Ukraine , le conflue sera vite terminé 🤣",2
1190,DColombes,"@PatrickPessis @vpecresse @Pecresse_Team @avecValerie @PatrickPessis le besoin toujours grandissant de ⁦@vpecresse⁩ à l’Elysée, une femme d’Etat ! ⁦@Pecresse_Team⁩ ⁦⁦⁦@avecValerie #PecresseNaufrage ?
#VladimirZemmour https://t.co/rlY8vs0Y9G",0
1191,davsoury,"cette femme, @n_arthaud est abjecte,
collabos, traitre, caniche de #poutine 

éliminons politiquement ces clowns de notre histoire 

qu'elle reparte dans ses lycées https://t.co/pRcTn58tRX",2
1192,FranceCambon,"@Rewolvs @Gerard75000 @vpecresse @lesRepublicains Douglas confirme... Elle a du chien cette bonne femme",2
1193,MorganBernoux,"@Anne_Hidalgo La meuf agresse les parisiens depuis des années et se permet de parler",0
1194,FredRic03211063,"@C_Najdovski @egregoire @Anne_Hidalgo @FVauglin @David_Belliard @jacquesbaudrier Laissez à Paris sa beauté minérale.
""Je suis belle, Ô mortels, comme un rêve de pierre"" (Baudelaire)

Les PLANTATIONS miteuses (""végétalisations"" en jargon écolo ou technique) tirent la beauté vers le bas.
(Sauf en toitures végétalisées, où le ""miteux"" est invisible et utile.) https://t.co/Gw1UqONEey",0
1195,sevourebou,"Supprimer internet à Valérie Pécresse la cette femme ne sert a rien",1
1196,jacob_almar,"@Rewolvs @vpecresse @lesRepublicains Valerie Pecresse veut , tout comme MLP devenir la première femme Présidente de la France . Elles s'en foutent royalement du reste et ça se voit . Mr Zemmour lui nous fait sentir son amour de la France plus qu'aucun autre candidat. 
#ZemmourPresident",2
1197,allouard84,"Putain , autour de pecresse ya vraiment toute la lie de la politique française.... tu peux pas soutenir cette femme sans être soit un traître soit un con fini ... https://t.co/geJYDAV0P3",1
1198,KylbergE,"@Rewolvs @vpecresse @lesRepublicains Elle n’est aucunement corrompue c’est une femme honnête brillante qui n’a aucune leçon à recevoir d’un petit polémiste sans parti",0
1199,HollandDaniell3,"TOUT VA TRÈS BIEN MADAME LA MARQUISE, tout va très bien, vraiment très bien !! C TOUT CE QUI MANQUAIT À PÉCRESSE‼️🙄Elle est vraiment parfaite cette bonne Femme‼️👈🏽👀🤮 ÇÀ C’EST UN SCOOP sur VALERIE TRAITRESSE ‼️😤😡👎 https://t.co/WwZ9b1GaFt",2
1200,MavilleJoel,"@vpecresse Pensez vous normales  dans la tête d'un homme ou une femme  donc changer ça demande beaucoup donc il faut arrêter parfois. Sais juste l'habitude et rien de plus  donc il faut réfléchir  à plusieurs fois  pour comprendre ses oas un jeux de rôle Merci de votre compréhension",?
1201,imanarchy_,"Si on pousse cette logique à l’extrême, ça donne V. Pecresse qui tient un discours pseudo féministe sur les violences sexuelles, ça donne Marine qui se la joue « femme moderne » et libre… quand est-ce qu’on arrête de prendre les f pr des choses innocentes sans importance?",2
1202,MavilleJoel,"@vpecresse Vous parler de femme en jupe oui mais il y a des hommes qui ne respecte plus rien aussi bien sur les femmes. Donc je ne ferais pas d'amalgame ou de généralité donc  il faut savoir juste à quel moment lettre ses prétexte la même situation pour tous",?
